x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,label,index
33,1,133503,9,0,4,5,1,1,0,1977,45,1.0,20458
21,1,285457,10,4,0,2,1,1,0,0,50,-1.0,24822
45,5,140644,13,2,1,3,1,1,0,0,40,1.0,27393
18,8,60981,7,4,6,2,1,0,0,0,4,-1.0,16371
60,8,235535,9,0,3,5,1,1,0,0,48,-1.0,31168
33,1,189843,4,0,11,5,1,1,0,0,40,-1.0,26062
23,1,319842,10,4,2,2,1,1,0,0,25,-1.0,24465
25,1,190107,13,4,7,2,1,1,0,0,40,-1.0,21758
23,2,87569,10,5,5,3,1,0,0,0,40,-1.0,5740
21,1,197387,9,4,2,2,1,1,0,0,20,-1.0,17073
44,1,421449,9,2,8,4,1,0,0,0,40,-1.0,30977
32,5,95530,10,0,6,5,1,1,0,0,40,-1.0,2985
33,1,132601,10,0,3,5,1,1,0,0,45,-1.0,12015
43,5,144778,9,0,3,5,1,1,0,0,40,-1.0,23210
38,1,73471,10,0,4,5,1,1,0,0,50,-1.0,1350
17,1,172050,7,4,2,2,1,1,0,0,16,-1.0,10975
45,1,117409,10,0,3,5,1,1,0,0,40,1.0,9913
25,8,217030,9,4,6,4,1,0,0,0,30,-1.0,17150
51,4,194475,10,2,12,3,1,0,0,0,40,-1.0,2594
40,1,76487,9,0,11,5,1,1,0,0,40,-1.0,1476
31,1,178506,10,4,8,4,3,0,0,0,40,-1.0,4141
52,1,172165,6,2,6,1,1,0,0,0,25,-1.0,22290
38,1,174717,13,0,4,5,1,1,0,0,50,1.0,26930
36,1,58337,6,4,4,4,1,0,0,0,35,-1.0,14440
26,1,261203,4,4,6,4,0,0,0,0,30,-1.0,14579
19,1,389755,9,4,2,2,1,1,0,0,16,-1.0,12247
26,8,109609,10,5,7,3,1,1,0,0,30,-1.0,30224
18,1,304169,7,4,4,2,1,1,0,0,35,-1.0,14779
43,1,185057,9,2,3,3,1,0,0,0,30,1.0,19443
21,1,211301,10,4,8,2,1,0,0,0,8,-1.0,13744
62,8,215944,3,0,10,5,1,1,0,0,30,-1.0,20770
33,1,226267,12,0,4,5,1,1,0,0,40,-1.0,29201
36,1,118909,12,4,8,4,3,0,0,0,40,-1.0,28591
26,8,163189,9,4,4,2,1,1,0,0,40,-1.0,7590
39,1,234901,12,5,8,4,1,1,0,0,40,-1.0,9925
40,1,247469,16,0,12,0,1,0,0,0,30,1.0,29962
44,1,129100,7,5,6,4,3,0,0,0,60,-1.0,9124
25,1,74883,13,4,14,3,2,0,0,1092,40,-1.0,31629
48,1,164964,9,0,11,5,1,1,0,0,40,-1.0,21806
26,1,144483,11,2,4,2,1,0,594,0,35,-1.0,7223
40,1,124692,13,0,3,5,1,1,0,0,40,1.0,9832
48,1,155664,9,0,7,5,1,1,7688,0,70,1.0,30653
32,8,173314,11,0,12,5,0,1,0,0,60,-1.0,23049
37,8,352882,9,2,3,3,2,0,0,0,70,1.0,30172
20,1,138938,10,4,12,2,1,0,0,0,10,-1.0,2466
42,8,101709,11,0,7,5,2,1,2885,0,40,-1.0,21257
36,5,110791,12,5,8,4,1,0,0,0,40,-1.0,11794
54,5,279452,9,0,10,5,1,1,0,0,40,-1.0,337
26,1,258550,13,4,8,2,1,1,0,0,40,-1.0,15271
22,8,202920,9,4,12,4,1,0,99999,0,40,1.0,3036
55,0,169133,13,2,12,4,1,1,0,0,40,-1.0,3807
23,1,125106,13,4,12,2,1,0,0,0,40,-1.0,28488
59,8,357943,13,0,3,5,1,1,0,0,40,1.0,13585
66,3,197816,13,0,3,5,1,1,10605,0,40,1.0,3849
28,1,140845,6,4,11,3,1,0,0,155,40,-1.0,26900
49,5,337768,14,0,3,5,1,1,0,0,50,1.0,27786
33,8,310525,8,4,7,3,3,1,0,0,32,-1.0,13166
37,1,167482,6,4,7,2,1,1,0,0,35,-1.0,31194
28,1,197905,9,0,7,5,1,1,0,0,50,-1.0,6167
20,1,189888,8,4,6,3,1,1,0,0,40,-1.0,9245
44,1,192878,13,0,11,5,1,1,0,0,40,1.0,23153
37,1,48093,13,4,7,3,1,1,0,0,90,1.0,24820
40,1,149466,9,2,2,3,3,1,0,0,35,-1.0,10699
53,8,35295,13,4,4,4,1,1,0,0,60,1.0,32291
18,1,205894,10,4,4,2,1,1,0,0,25,-1.0,2532
18,1,84253,7,4,6,2,1,0,0,0,24,-1.0,6682
90,1,313986,7,4,2,2,1,1,0,0,40,-1.0,25839
56,1,247119,4,3,11,4,0,0,0,0,40,-1.0,30633
54,1,199307,10,2,7,4,1,0,0,0,48,-1.0,28380
26,1,456618,9,4,6,3,1,1,0,0,40,-1.0,32492
38,1,497788,9,0,7,5,1,1,0,0,50,-1.0,4271
27,1,29261,10,4,4,4,1,1,0,0,50,-1.0,17289
19,1,125010,9,4,10,2,1,1,0,0,45,-1.0,21088
29,1,196116,15,2,12,2,1,0,2174,0,72,-1.0,7628
22,1,218215,10,4,3,2,1,0,0,0,40,-1.0,18199
68,1,145638,10,2,4,3,1,0,0,0,40,-1.0,6190
23,1,189461,9,4,4,1,1,1,0,0,55,-1.0,17698
23,1,199452,10,4,6,2,1,0,0,0,40,-1.0,24244
18,1,189487,10,4,4,2,1,0,0,0,35,-1.0,19638
63,1,34098,6,3,10,4,1,0,0,0,56,-1.0,1487
23,1,127768,10,4,7,3,1,1,0,0,40,-1.0,26271
64,1,66634,13,2,3,4,1,1,27828,0,50,1.0,8260
39,2,362685,1,3,5,3,1,0,0,0,20,-1.0,18316
47,1,235986,9,4,3,2,1,0,0,0,50,-1.0,30431
41,1,179580,10,2,6,3,1,0,0,0,36,1.0,12292
45,8,225456,13,0,3,5,1,1,0,0,50,1.0,13541
45,5,311080,10,0,8,5,1,1,0,0,40,1.0,17860
35,1,215323,11,2,6,4,1,0,0,0,35,-1.0,19964
44,1,174373,12,0,7,5,1,1,0,0,40,1.0,23499
26,1,242768,13,4,12,3,1,1,0,0,38,-1.0,18453
48,1,95661,10,4,8,3,1,0,0,0,43,-1.0,7653
23,1,259301,9,2,3,4,1,0,0,0,40,-1.0,25688
39,1,301568,10,2,4,4,1,0,0,0,40,-1.0,30794
49,0,118701,9,2,8,4,3,0,0,0,40,-1.0,31934
50,1,163948,14,0,4,5,1,1,0,0,40,1.0,29289
27,1,706026,7,0,2,5,1,1,0,0,40,-1.0,5420
25,5,125863,13,4,12,2,1,1,0,0,35,-1.0,11394
33,1,80945,9,0,11,5,1,1,0,0,40,-1.0,3731
46,1,116789,9,0,8,5,1,1,0,0,40,1.0,18757
25,1,164229,9,2,6,3,1,1,2597,0,40,-1.0,10861
20,1,266467,9,0,7,5,1,1,0,0,40,-1.0,31842
18,1,423052,9,4,11,3,1,0,0,0,30,-1.0,31398
25,1,221757,9,2,7,3,1,1,3325,0,45,-1.0,14350
23,1,206129,11,4,7,4,3,0,0,0,40,-1.0,16901
54,1,103024,9,2,14,3,1,1,0,0,42,1.0,8037
43,1,110970,13,0,12,5,1,1,0,1902,40,1.0,26265
42,1,247019,9,0,7,5,3,1,0,0,40,1.0,16446
39,1,218490,13,0,4,5,1,1,0,1848,40,1.0,2430
36,1,297449,13,2,12,3,1,1,14084,0,40,1.0,11100
47,8,152752,3,0,0,5,1,1,0,0,20,-1.0,9163
49,1,323773,7,0,9,1,1,0,0,0,40,-1.0,24379
42,1,97142,4,0,0,5,1,1,0,0,40,-1.0,3677
24,1,357028,10,4,3,2,1,1,0,0,40,-1.0,27740
53,1,226135,5,4,7,3,3,1,0,0,40,-1.0,22647
21,1,163333,10,4,6,2,1,0,0,0,35,-1.0,639
50,1,182907,9,4,2,2,1,1,0,0,25,-1.0,16037
23,1,102729,10,4,4,2,1,0,0,0,15,-1.0,16921
52,3,114758,13,0,4,5,1,1,15024,0,50,1.0,13093
22,1,152878,9,0,0,5,1,1,0,0,40,-1.0,17210
30,1,97757,11,0,12,0,1,0,0,0,36,1.0,25070
43,1,236985,9,0,7,5,3,1,0,0,40,-1.0,26226
28,1,132078,13,4,12,3,1,0,0,0,40,-1.0,17317
25,1,204338,6,0,7,5,1,1,0,0,40,-1.0,26146
42,1,197583,12,0,3,5,3,1,0,0,40,1.0,17311
28,1,198197,13,4,12,3,1,1,0,0,55,1.0,28626
37,1,31023,9,0,7,5,1,1,0,0,45,-1.0,7491
29,1,128509,9,6,11,3,1,0,0,0,38,-1.0,23023
18,1,35065,9,4,0,3,3,1,0,0,35,-1.0,3590
39,1,224531,9,0,7,5,1,1,7298,0,40,1.0,25617
57,5,52267,14,0,3,5,1,1,0,0,50,1.0,29565
52,1,139347,9,0,0,0,1,0,0,0,40,-1.0,31573
39,1,24106,10,0,4,5,1,1,0,0,40,1.0,32304
42,1,76280,9,0,3,0,1,0,0,0,40,-1.0,11579
47,1,167787,9,4,8,1,1,0,0,0,40,-1.0,31605
29,1,178778,10,4,6,3,1,1,0,0,40,-1.0,8617
27,1,213421,15,4,12,3,1,1,0,0,50,-1.0,4132
49,1,105431,9,2,6,3,3,0,0,0,40,-1.0,18863
34,5,101517,10,2,8,4,1,0,0,0,35,-1.0,29339
33,0,193246,13,0,8,5,1,1,0,0,42,1.0,25176
63,1,37792,6,3,6,3,1,0,0,0,31,-1.0,17175
52,8,283079,9,4,12,3,1,1,0,0,50,-1.0,26928
48,5,187969,14,2,12,4,1,0,0,0,80,-1.0,11123
60,1,152369,11,0,7,5,1,1,0,0,60,-1.0,29087
20,1,60639,10,4,4,2,1,0,0,0,28,-1.0,3615
37,8,68899,9,0,7,5,1,1,0,2129,40,-1.0,30202
40,8,129298,9,0,6,5,1,1,0,0,45,-1.0,14903
44,1,188436,13,0,8,5,1,1,0,0,45,-1.0,27441
42,1,235700,9,2,2,3,1,0,0,0,40,-1.0,21928
72,1,106890,11,3,8,3,1,0,0,0,40,-1.0,26335
31,5,83671,10,4,8,3,3,0,0,0,40,-1.0,11089
18,1,236272,9,4,8,2,1,0,0,0,35,-1.0,15682
25,1,220284,9,4,0,4,1,1,0,0,40,-1.0,8104
22,3,153516,10,4,7,2,1,1,0,0,35,-1.0,19588
27,1,159623,10,0,4,5,1,1,0,0,40,-1.0,32116
17,1,130795,6,4,6,2,1,1,0,0,20,-1.0,10577
27,1,152231,10,0,11,5,1,1,0,0,45,-1.0,27000
36,1,185744,10,0,3,0,1,0,0,0,35,1.0,2523
42,1,40151,11,0,6,5,1,1,0,0,30,-1.0,21548
37,8,120130,14,0,3,5,1,1,0,0,60,1.0,10590
39,1,224566,13,0,3,5,1,1,0,0,60,1.0,8850
36,1,102864,9,4,11,2,1,0,0,0,40,-1.0,6620
38,8,342635,13,0,12,5,1,1,0,0,70,-1.0,4398
69,2,337720,9,0,5,5,1,1,0,0,24,-1.0,24874
53,1,123703,9,2,0,3,1,1,0,0,40,-1.0,26659
49,1,199378,10,0,12,5,1,1,0,0,22,-1.0,21794
43,5,269733,9,5,6,3,1,1,0,0,40,-1.0,29868
37,1,230408,9,2,6,3,3,0,0,0,20,-1.0,9074
25,1,324609,9,4,8,3,3,1,0,0,40,-1.0,23239
27,5,29174,13,4,12,4,1,0,0,0,40,-1.0,8585
62,1,113440,13,0,4,5,1,1,0,0,35,-1.0,7135
48,1,160220,11,0,4,5,1,1,0,0,40,1.0,18675
40,1,223277,13,0,8,5,1,1,0,0,50,1.0,2804
33,8,173495,9,0,7,5,1,1,0,0,50,-1.0,12275
45,8,364365,13,4,4,3,1,0,0,0,35,-1.0,23643
51,8,145409,13,0,4,5,1,1,15024,0,50,1.0,26358
59,2,192130,9,0,5,5,1,1,0,0,16,-1.0,23074
65,1,143175,10,3,4,1,1,0,0,0,45,-1.0,12877
37,8,138940,7,4,10,2,1,1,0,0,37,-1.0,6284
29,1,289960,9,0,11,5,1,1,0,0,48,-1.0,3707
34,1,245487,4,0,0,5,4,1,0,0,45,-1.0,16271
53,1,95540,10,2,8,4,1,0,1471,0,40,-1.0,8366
18,2,312634,7,4,5,2,1,1,0,0,25,-1.0,10496
52,1,259583,9,0,8,5,1,1,0,0,40,-1.0,18128
38,1,278557,13,0,4,5,1,1,0,0,50,1.0,13138
18,2,437851,10,4,5,2,1,1,0,0,40,-1.0,10997
57,1,300104,9,0,7,5,1,1,0,0,84,1.0,5320
47,1,191957,13,0,4,5,3,1,0,0,40,1.0,11877
43,1,186144,9,0,7,5,1,1,0,0,40,1.0,5423
46,1,164427,9,2,8,2,1,0,0,0,45,-1.0,2678
58,8,331474,9,0,8,0,1,0,0,0,20,1.0,15451
76,2,224680,15,0,5,5,1,1,0,1258,20,-1.0,17526
43,5,194360,14,4,12,3,1,1,0,0,38,-1.0,3118
37,1,120045,9,2,11,3,1,0,0,0,56,-1.0,27075
30,1,191571,9,5,6,2,1,0,0,0,36,-1.0,21017
27,1,153078,15,4,12,2,2,1,0,0,40,-1.0,7448
41,1,178983,9,0,8,0,1,0,0,0,40,-1.0,19700
58,5,223214,9,0,6,5,1,1,0,0,40,-1.0,16715
47,1,120939,10,0,14,5,1,1,0,0,45,-1.0,20328
42,1,345504,11,2,8,3,1,0,0,0,35,-1.0,15882
20,2,86318,10,4,5,2,1,0,0,0,10,-1.0,24125
34,8,96245,9,0,11,5,1,1,0,0,40,-1.0,30920
21,1,278254,9,0,11,5,3,1,0,0,40,-1.0,29371
50,0,183611,10,4,8,3,1,1,0,0,40,-1.0,13696
43,1,194636,13,0,7,5,1,1,0,0,48,1.0,26525
20,1,236592,7,4,4,2,1,0,0,0,25,-1.0,19055
46,4,27243,16,0,12,5,1,1,7688,0,45,1.0,20668
45,1,449354,10,0,3,5,1,1,0,0,40,-1.0,23503
30,2,197827,10,0,5,5,1,1,0,0,40,-1.0,30486
22,1,239806,11,4,6,1,1,0,0,0,40,-1.0,29648
32,0,125856,9,2,7,4,1,1,0,0,40,-1.0,6765
20,1,122649,9,4,6,3,1,0,0,0,30,-1.0,28803
44,1,106698,9,2,6,4,1,0,0,0,40,-1.0,31022
51,1,163921,13,0,0,5,1,1,0,0,56,1.0,25574
50,3,167793,15,0,12,5,1,1,0,2415,60,1.0,13866
63,1,100099,9,6,7,3,1,1,0,0,40,-1.0,6110
75,2,128224,3,0,5,5,1,1,0,0,25,-1.0,2177
39,1,185624,10,0,11,5,1,1,0,0,50,-1.0,15647
45,4,94754,14,0,8,5,1,1,0,0,40,-1.0,26461
64,2,169917,4,3,5,3,1,0,0,0,4,-1.0,10705
28,1,226891,10,4,8,4,2,0,0,0,30,-1.0,30498
43,1,193490,4,0,7,5,1,1,0,0,45,-1.0,12944
51,1,56915,9,0,7,5,4,1,0,0,40,-1.0,24590
37,1,123211,9,0,6,5,1,1,0,0,44,1.0,10934
56,1,99894,6,0,4,0,2,0,0,0,30,1.0,29799
40,8,29036,10,4,11,3,1,1,0,0,35,-1.0,12278
67,1,35015,14,4,12,3,1,1,0,0,99,-1.0,29189
25,1,212495,13,4,3,2,1,1,0,1340,40,-1.0,22456
27,1,298635,14,0,12,5,2,1,0,0,40,1.0,1153
43,1,87284,10,4,2,3,1,1,0,0,40,-1.0,9374
40,1,191982,11,2,12,4,1,0,0,0,40,1.0,26490
42,1,203393,13,0,7,0,3,0,0,0,35,1.0,2626
32,1,174789,9,4,11,4,1,1,0,0,40,-1.0,21688
40,1,233320,4,5,6,3,1,0,0,0,25,-1.0,21448
39,1,70240,3,6,6,4,2,0,0,0,40,-1.0,10889
44,5,171589,11,0,7,5,1,1,7688,0,40,1.0,22573
37,5,191364,12,0,3,5,1,1,0,0,40,1.0,5853
23,1,221955,5,4,2,1,1,1,0,0,39,-1.0,8359
44,1,180985,13,0,12,5,1,1,0,0,50,1.0,27117
43,1,361280,6,0,7,5,2,1,0,0,42,-1.0,21580
34,8,123429,9,0,4,5,1,1,0,0,60,-1.0,24311
57,1,217886,9,3,8,3,1,0,0,0,36,-1.0,28281
53,8,291755,10,0,0,5,1,1,0,0,72,-1.0,19817
31,1,127610,13,0,3,0,1,0,0,0,50,1.0,17083
23,1,228243,10,4,7,3,1,1,0,0,44,-1.0,10962
41,1,196344,2,0,4,5,1,1,0,0,50,-1.0,19248
66,1,175558,4,3,6,3,1,0,0,0,20,-1.0,22005
64,1,63676,6,0,6,5,3,1,0,0,40,-1.0,11960
45,8,28497,13,0,10,5,1,1,0,1485,70,1.0,8562
41,1,122381,10,0,7,5,1,1,0,1887,50,1.0,6845
71,2,128529,9,3,5,3,1,0,0,0,20,-1.0,26706
45,4,271962,13,2,1,3,1,0,0,0,40,-1.0,11160
29,0,184723,10,4,6,3,1,0,0,0,40,1.0,5542
21,1,301408,10,4,4,2,1,0,0,1602,22,-1.0,29504
36,1,273604,13,4,6,3,1,0,0,0,40,-1.0,23261
28,1,196690,9,4,11,3,1,0,0,0,40,-1.0,21076
24,1,281356,2,4,10,3,0,1,0,0,66,-1.0,23097
47,1,34248,9,0,8,5,1,1,0,0,38,-1.0,5294
68,4,235882,16,0,12,5,1,1,0,2377,60,1.0,21534
33,0,101345,13,4,12,3,1,0,0,0,40,-1.0,13503
44,1,196545,13,0,7,5,1,1,7298,0,40,1.0,6162
51,1,128272,5,0,11,5,1,1,0,0,45,-1.0,21348
31,1,160594,12,4,12,2,1,1,0,0,3,-1.0,32416
53,2,220640,13,2,5,1,0,0,0,0,20,-1.0,30238
26,1,142689,13,4,12,3,1,1,0,0,45,-1.0,11417
21,1,65038,9,4,11,2,1,1,0,0,40,-1.0,27002
44,8,155930,13,0,3,5,1,1,0,0,60,-1.0,8482
32,4,111363,15,0,12,5,1,1,0,0,75,1.0,12721
17,2,172145,6,4,5,2,3,0,0,0,40,-1.0,3091
22,1,217961,10,4,0,2,1,1,0,1719,30,-1.0,2742
37,1,188503,13,4,8,3,1,0,0,0,35,-1.0,9685
29,1,136985,12,4,14,2,1,1,0,0,40,-1.0,18191
45,3,197332,10,0,7,5,1,1,0,0,55,1.0,13356
56,3,267763,9,0,3,5,1,1,0,0,40,-1.0,11828
45,5,86644,13,0,12,0,1,0,0,0,55,-1.0,7348
44,1,188331,10,5,14,3,1,0,0,0,38,-1.0,3249
49,1,240869,4,4,6,1,1,1,0,0,35,-1.0,25431
20,1,284737,10,4,6,2,1,1,0,0,20,-1.0,10844
63,1,137843,10,0,4,5,1,1,7298,0,48,1.0,11293
40,4,31627,13,0,3,0,1,0,0,0,20,-1.0,7988
44,1,182616,11,0,14,5,1,1,0,0,40,1.0,26056
37,8,75050,11,0,7,5,1,1,0,0,55,-1.0,17118
18,1,256967,6,4,4,1,3,0,0,0,40,-1.0,19461
21,1,221418,9,4,6,2,1,0,0,0,40,-1.0,259
35,1,38948,10,0,12,5,1,1,0,0,40,1.0,10238
28,1,189346,9,2,2,2,1,1,0,0,40,-1.0,4319
47,5,203067,13,2,12,3,1,1,0,0,50,-1.0,5221
53,1,87158,9,0,7,5,3,1,0,0,40,-1.0,9393
40,1,121956,13,6,12,3,2,1,13550,0,40,1.0,27464
22,1,615367,13,4,4,3,1,0,0,0,60,-1.0,11722
73,2,132737,6,4,5,3,1,1,0,0,4,-1.0,19666
53,1,233369,10,3,3,4,1,0,0,0,40,-1.0,27202
50,1,215990,9,0,7,5,1,1,0,0,40,1.0,23207
50,4,173020,10,0,7,5,1,1,0,0,40,-1.0,16655
19,4,144429,10,4,12,2,1,1,0,0,10,-1.0,14465
38,1,238980,10,0,6,5,1,1,0,0,40,-1.0,11204
44,1,98779,6,0,11,5,1,1,4386,0,60,-1.0,28470
34,8,192259,15,0,12,5,1,1,0,0,35,1.0,25663
50,1,196193,14,6,12,1,1,1,0,0,60,-1.0,8865
25,1,511331,13,4,4,3,1,1,0,0,38,-1.0,782
33,1,150570,13,0,12,5,1,1,3103,0,43,1.0,27010
59,1,159008,12,0,7,5,1,1,7298,0,20,1.0,20995
20,2,200061,10,4,5,2,1,0,0,0,40,-1.0,17579
25,1,397962,9,4,8,1,3,0,0,0,40,-1.0,32142
